,Municipality,Province,Season,Crop,Area,Production
3090,3,158,3,11,75.0,164.0
3091,3,158,4,0,502.0,7075.0
3092,3,158,4,2,51.0,111000.0
3093,3,158,5,11,74832.0,154678.0
3094,3,158,0,11,102.0,118.0
3095,3,158,1,5,5.0,50.0
3096,3,158,1,7,103.0,64.0
3097,3,158,2,0,646.0,9305.0
3098,3,158,3,11,136.0,350.0
3099,3,158,4,0,646.0,9305.0
3100,3,158,4,2,51.0,111000.0
3101,3,158,5,11,75859.0,162490.0
3102,3,158,0,11,95.0,116.0
3103,3,158,1,5,6.0,56.0
3104,3,158,1,7,142.0,100.0
3105,3,158,1,9,65.0,831.0
3106,3,158,1,10,134.0,2260.0
3107,3,158,3,11,310.0,851.0
3108,3,158,4,0,621.0,10082.0
3109,3,158,4,2,65.0,38.0
3110,3,158,5,11,77004.0,104292.0
3111,3,158,0,11,280.0,363.0
3112,3,158,1,5,8.0,67.0
3113,3,158,1,7,125.0,87.0
3114,3,158,1,9,73.0,940.0
3115,3,158,1,10,150.0,2681.0
3116,3,158,3,11,415.0,1230.0
3117,3,158,4,0,720.0,12475.0
3118,3,158,4,2,80.0,255.0
3119,3,158,5,11,76892.0,159734.0
3120,3,158,0,11,188.0,325.0
3121,3,158,1,5,5.0,51.0
3122,3,158,1,7,120.0,430.0
3123,3,158,1,9,73.0,940.0
3124,3,158,1,10,174.0,3109.0
3125,3,158,3,11,403.0,1201.0
3126,3,158,4,0,705.0,12215.0
3127,3,158,4,2,85.0,330.0
3128,3,158,5,11,77479.0,146528.0
3129,3,158,0,11,333.0,477.0
3130,3,158,1,5,7.0,78.0
3131,3,158,1,7,98.0,249.0
3132,3,158,1,9,75.0,966.0
3133,3,158,1,10,185.0,3306.0
3134,3,158,3,11,1256.0,3693.0
3135,3,158,4,0,735.0,12735.0
3136,3,158,5,11,73139.0,124921.0
3137,3,159,0,11,5984.0,5393.0
3138,3,159,1,5,150.0,1433.0
3139,3,159,1,7,1299.0,974.0
3140,3,159,3,11,52.0,62.0
3141,3,159,4,2,40.0,259.0
3142,3,159,5,11,8117.0,10606.0
3143,3,159,0,11,5886.0,8091.0
3144,3,159,1,5,138.0,1205.0
3145,3,159,1,7,1428.0,1071.0
3146,3,159,3,11,36.0,72.0
3147,3,159,4,0,500.0,7250.0
3148,3,159,4,2,40.0,305000.0
3149,3,159,5,11,5938.0,11546.0
3150,3,159,0,11,5646.0,6945.0
3151,3,159,1,5,101.0,901.0
3152,3,159,1,7,1430.0,1073.0
3153,3,159,3,11,36.0,80.0
3154,3,159,4,0,525.0,7613.0
3155,3,159,4,2,50.0,369000.0
3156,3,159,5,11,8147.0,15320.0
3157,3,159,0,11,5772.0,6345.0
3158,3,159,1,5,61.0,586.0
3159,3,159,1,7,1539.0,1154.0
3160,3,159,3,11,34.0,70.0
3161,3,159,4,0,430.0,6235.0
3162,3,159,4,2,44.0,287000.0
3163,3,159,5,11,8139.0,15601.0
3164,3,159,0,11,5777.0,7800.0
3165,3,159,1,5,62.0,613.0
3166,3,159,1,7,1545.0,1159.0
3167,3,159,3,11,25.0,70.0
3168,3,159,4,0,537.0,7786.0
3169,3,159,4,2,40.0,309000.0
3170,3,159,5,11,8244.0,16256.0
3171,3,159,0,11,6015.0,8446.0
3172,3,159,1,5,58.0,590.0
3173,3,159,1,7,1554.0,1166.0
3174,3,159,3,11,32.0,61.0
3175,3,159,4,0,550.0,7975.0
3176,3,159,4,2,43.0,327000.0
3177,3,159,4,9,1575.0,15734.0
3178,3,159,4,10,315.0,4803.0
3179,3,159,5,11,8400.0,15985.0
3180,3,159,0,11,4898.0,6131.0
3181,3,159,1,5,54.0,561.0
3182,3,159,1,7,1414.0,1061.0
3183,3,159,3,11,27.0,48.0
3184,3,159,4,0,600.0,8700.0
3185,3,159,4,2,46.0,334000.0
3186,3,159,4,9,1620.0,16253.0
3187,3,159,4,10,344.0,5245.0
3188,3,159,5,11,7900.0,13245.0
3189,3,159,0,11,6028.0,8329.0
3190,3,159,1,5,55.0,389.0
3191,3,159,3,11,20.0,39.0
3192,3,159,4,2,45.0,483000.0
3193,3,159,5,11,8350.0,16203.0
3194,3,159,0,11,6214.0,8530.0
3195,3,159,1,5,51.0,520.0
3196,3,159,1,7,1535.0,1151.0
3197,3,159,3,11,19.0,34.0
3198,3,159,4,0,605.0,8773.0
3199,3,159,5,11,8255.0,15945.0
3200,3,159,0,11,6219.0,7679.0
3201,3,159,1,5,49.0,475.0
3202,3,159,1,7,1540.0,1155.0
3203,3,159,3,11,14.0,28.0
3204,3,159,4,0,610.0,8845.0
3205,3,159,4,2,68.0,68000.0
3206,3,159,5,11,7755.0,10847.0
3207,3,159,0,11,6228.0,9106.0
3208,3,159,1,5,47.0,516.0
3209,3,159,1,7,1564.0,1173.0
3210,3,159,3,11,11.0,25.0
3211,3,159,4,0,730.0,10585.0
3212,3,159,4,2,63.0,112000.0
3213,3,159,5,11,8292.0,17594.0
3214,3,159,0,11,6224.0,8800.0
3215,3,159,1,5,48.0,517.0
3216,3,159,1,7,1560.0,1170.0
3217,3,159,2,1,247.0,143.0
3218,3,159,3,11,25.0,53.0
3219,3,159,4,0,720.0,10440.0
3220,3,159,4,2,106.0,389000.0
3221,3,159,5,11,8290.0,16740.0
3222,3,159,0,11,6441.0,8947.0
3223,3,159,1,5,55.0,601.0
3224,3,159,1,7,1711.0,1283.0
3225,3,159,2,0,790.0,11455.0
3226,3,159,3,11,17.0,37.0
3227,3,159,4,0,790.0,11455.0
3228,3,159,4,2,91.0,199000.0
3229,3,159,5,11,9520.0,19887.0
3230,3,159,0,11,6405.0,10363.0
3231,3,159,1,5,61.0,613.0
3232,3,159,1,7,1835.0,1376.0
3233,3,159,2,0,875.0,12688.0
3234,3,159,3,11,14.0,36.0
3235,3,159,4,0,875.0,12688.0
3236,3,159,4,2,91.0,199000.0
3237,3,159,5,11,8828.0,11265.0
3238,3,159,0,11,6590.0,8923.0
3239,3,159,1,5,60.0,556.0
3240,3,159,1,7,1970.0,1675.0
3241,3,159,1,9,3953.0,40162.0
3242,3,159,1,10,605.0,9616.0
3243,3,159,4,0,876.0,13140.0
3244,3,159,4,2,93.0,114.0
3245,3,159,5,11,8980.0,27164.0
3246,3,159,0,11,6548.0,11327.0
3247,3,159,1,5,59.0,506.0
3248,3,159,1,7,3387.0,3238.0
3249,3,159,1,9,5225.0,50170.0
3250,3,159,1,10,1150.0,21557.0
3251,3,159,4,0,847.0,13726.0
3252,3,159,4,2,93.0,46.0
3253,3,159,5,11,9645.0,25631.0
3254,3,159,0,11,6670.0,11477.0
3255,3,159,1,5,27.0,277.0
3256,3,159,1,7,3441.0,11259.0
3257,3,159,1,9,4225.0,49052.0
3258,3,159,1,10,643.0,12053.0
3259,3,159,3,11,28.0,83.0
3260,3,159,4,0,1653.0,26787.0
3261,3,159,4,2,164.0,599.0
3262,3,159,5,11,9125.0,20277.0
3263,3,159,0,11,5607.0,10300.0
3264,3,159,1,5,27.0,294.0
3265,3,159,1,7,3405.0,11843.0
3266,3,159,1,9,4225.0,57359.0
3267,3,159,1,10,605.0,11341.0
3268,3,159,4,0,1915.0,31033.0
3269,3,159,5,11,9093.0,24211.0
3270,3,206,0,11,22550.0,17189.0
3271,3,206,1,5,4000.0,36489.0
3272,3,206,1,7,231.0,134.0
3273,3,206,3,11,7416.0,9225.0
3274,3,206,4,2,589.0,2480.0
3275,3,206,5,11,41750.0,32789.0
3276,3,206,0,11,18194.0,19174.0
3277,3,206,1,5,4105.0,32862.0
3278,3,206,1,7,230.0,133.0
3279,3,206,3,11,11000.0,26543.0
3280,3,206,4,0,1585.0,24515.0
3281,3,206,4,2,590.0,3362000.0
3282,3,206,5,11,38285.0,45857.0
3283,3,206,0,11,18042.0,23239.0
3284,3,206,1,5,3812.0,21093.0
3285,3,206,1,7,230.0,133.0
3286,3,206,3,11,12000.0,29412.0
3287,3,206,4,0,1632.0,25278.0
3288,3,206,4,2,590.0,3355000.0
3289,3,206,5,11,41124.0,54644.0
3290,3,206,0,11,17000.0,20040.0
3291,3,206,1,5,3500.0,44431.0
3292,3,206,1,7,235.0,136.0
3293,3,206,3,11,12600.0,30505.0
3294,3,206,4,0,1632.0,25459.0
3295,3,206,4,2,590.0,4627000.0
3296,3,206,5,11,40612.0,64925.0
3297,3,206,0,11,16692.0,19234.0
3298,3,206,1,5,3800.0,23940.0
3299,3,206,1,7,200.0,116.0
3300,3,206,3,11,12600.0,26586.0
3301,3,206,4,0,1713.0,26581.0
3302,3,206,4,2,601.0,7955000.0
3303,3,206,5,11,44000.0,74285.0
3304,3,206,0,11,15766.0,17221.0
3305,3,206,1,5,2500.0,18611.0
3306,3,206,1,7,180.0,104.0
3307,3,206,3,11,12700.0,31077.0
3308,3,206,4,0,1718.0,26689.0
3309,3,206,4,2,608.0,6378000.0
3310,3,206,4,9,300.0,2976.0
3311,3,206,4,10,169.0,2613.0
3312,3,206,5,11,43850.0,72390.0
3313,3,206,0,11,15567.0,16436.0
3314,3,206,1,5,2300.0,18055.0
3315,3,206,1,7,135.0,78.0
3316,3,206,3,11,12855.0,30518.0
3317,3,206,4,0,1713.0,26639.0
3318,3,206,4,2,610.0,5685000.0
3319,3,206,4,9,330.0,3280.0
3320,3,206,4,10,160.0,2468.0
3321,3,206,5,11,44213.0,56484.0
3322,3,206,0,11,15560.0,14578.0
3323,3,206,1,5,2300.0,22655.0
3324,3,206,3,11,16320.0,37813.0
3325,3,206,4,2,625.0,5742000.0
3326,3,206,5,11,39497.0,53533.0
3327,3,206,0,11,15714.0,17937.0
3328,3,206,1,5,2371.0,23460.0
3329,3,206,1,7,132.0,77.0
3330,3,206,3,11,15714.0,33927.0
3331,3,206,4,0,2127.0,33054.0
3332,3,206,5,11,46268.0,66766.0
3333,3,206,0,11,15213.0,15165.0
3334,3,206,1,5,2750.0,24964.0
3335,3,206,1,7,95.0,55.0
3336,3,206,3,11,17500.0,39900.0
3337,3,206,4,0,2435.0,37842.0
3338,3,206,4,2,325.0,2859000.0
3339,3,206,5,11,39500.0,45678.0
3340,3,206,0,11,15250.0,16777.0
3341,3,206,1,5,3000.0,38200.0
3342,3,206,1,7,125.0,73.0
3343,3,206,3,11,18100.0,52019.0
3344,3,206,4,0,2235.0,34727.0
3345,3,206,4,2,355.0,4303000.0
3346,3,206,5,11,45050.0,56089.0
3347,3,206,0,11,15800.0,20569.0
3348,3,206,1,5,3370.0,51954.0
3349,3,206,1,7,130.0,75.0
3350,3,206,2,1,2650.0,1556.0
3351,3,206,3,11,19500.0,53742.0
3352,3,206,4,0,2240.0,31360.0
3353,3,206,4,2,330.0,3177000.0
3354,3,206,5,11,48010.0,75333.0
3355,3,206,0,11,12231.0,13356.0
3356,3,206,1,5,3200.0,43040.0
3357,3,206,1,7,145.0,84.0
3358,3,206,2,0,2800.0,42092.0
3359,3,206,3,11,22350.0,45371.0
3360,3,206,4,0,2800.0,42092.0
3361,3,206,4,2,350.0,3166000.0
3362,3,206,5,11,47127.0,81577.0
3363,3,206,0,11,10448.0,12715.0
3364,3,206,1,5,3010.0,48913.0
3365,3,206,1,7,150.0,87.0
3366,3,206,2,0,3000.0,44628.0
3367,3,206,3,11,24524.0,68446.0
3368,3,206,4,0,3000.0,44628.0
3369,3,206,4,2,350.0,3166000.0
3370,3,206,5,11,48167.0,115697.0
3371,3,206,0,11,8690.0,10501.0
3372,3,206,1,5,3300.0,31570.0
3373,3,206,1,7,114.0,75.0
3374,3,206,1,9,450.0,4489.0
3375,3,206,1,10,280.0,7572.0
3376,3,206,3,11,19000.0,59394.0
3377,3,206,4,0,3300.0,64043.0
3378,3,206,4,2,400.0,3147.0
3379,3,206,5,11,49000.0,74569.0
3380,3,206,0,11,8410.0,11552.0
3381,3,206,1,5,4150.0,38828.0
3382,3,206,1,7,59.0,39.0
3383,3,206,1,9,500.0,5133.0
3384,3,206,1,10,300.0,8144.0
3385,3,206,3,11,25000.0,79375.0
3386,3,206,4,0,3500.0,56396.0
3387,3,206,4,2,430.0,2294.0
3388,3,206,5,11,49200.0,93968.0
3389,3,206,0,11,8624.0,9625.0
3390,3,206,1,5,4300.0,31318.0
3391,3,206,1,7,195.0,410.0
3392,3,206,1,9,460.0,4722.0
3393,3,206,1,10,310.0,8415.0
3394,3,206,3,11,25290.0,82243.0
3395,3,206,4,0,3800.0,74047.0
3396,3,206,4,2,575.0,4758.0
3397,3,206,5,11,49245.0,116414.0
3398,3,206,0,11,8062.0,7552.0
3399,3,206,1,5,5233.0,46222.0
3400,3,206,1,7,245.0,582.0
3401,3,206,1,9,460.0,4727.0
3402,3,206,1,10,305.0,8279.0
3403,3,206,3,11,25434.0,81058.0
3404,3,206,4,0,3800.0,74047.0
3405,3,206,5,11,50772.0,105221.0
3406,3,208,0,11,4427.0,3110.0
3407,3,208,1,5,919.0,9629.0
3408,3,208,1,7,246.0,133.0
3409,3,208,3,11,103.0,89.0
3410,3,208,4,2,545.0,3056.0
3411,3,208,5,11,77675.0,100960.0
3412,3,208,0,11,6297.0,8565.0
3413,3,208,1,5,923.0,10961.0
3414,3,208,1,7,249.0,134.0
3415,3,208,3,11,346.0,689.0
3416,3,208,4,0,2189.0,30342.0
3417,3,208,4,2,557.0,5041000.0
3418,3,208,5,11,75681.0,135873.0
3419,3,208,0,11,6595.0,7653.0
3420,3,208,1,5,905.0,9447.0
3421,3,208,1,7,254.0,137.0
3422,3,208,3,11,1778.0,3945.0
3423,3,208,4,0,2234.0,30966.0
3424,3,208,4,2,555.0,5849000.0
3425,3,208,5,11,76815.0,143633.0
3426,3,208,0,11,7633.0,10656.0
3427,3,208,1,5,929.0,9272.0
3428,3,208,1,7,322.0,173.0
3429,3,208,3,11,3280.0,6783.0
3430,3,208,4,0,2102.0,29136.0
3431,3,208,4,2,561.0,5185000.0
3432,3,208,5,11,79371.0,158994.0
3433,3,208,0,11,7184.0,10286.0
3434,3,208,1,5,935.0,8979.0
3435,3,208,1,7,326.0,176.0
3436,3,208,3,11,3235.0,6482.0
3437,3,208,4,0,2103.0,29150.0
3438,3,208,4,2,560.0,5109000.0
3439,3,208,5,11,72975.0,150900.0
3440,3,208,0,11,5016.0,7114.0
3441,3,208,1,5,701.0,6697.0
3442,3,208,1,7,312.0,169.0
3443,3,208,3,11,3272.0,7369.0
3444,3,208,4,0,2112.0,29274.0
3445,3,208,4,2,566.0,8169000.0
3446,3,208,4,9,56.0,567.0
3447,3,208,4,10,173.0,2432.0
3448,3,208,5,11,77330.0,160604.0
3449,3,208,0,11,4820.0,8791.0
3450,3,208,1,5,687.0,5932.0
3451,3,208,1,7,303.0,164.0
3452,3,208,3,11,3325.0,6340.0
3453,3,208,4,0,2112.0,29274.0
3454,3,208,4,2,651.0,11006000.0
3455,3,208,4,9,59.0,597.0
3456,3,208,4,10,177.0,2826.0
3457,3,208,5,11,77851.0,168733.0
3458,3,208,0,11,4855.0,5378.0
3459,3,208,1,5,685.0,5858.0
3460,3,208,3,11,3680.0,7498.0
3461,3,208,4,2,658.0,16062000.0
3462,3,208,5,11,74870.0,154482.0
3463,3,208,0,11,2433.0,4349.0
3464,3,208,1,5,700.0,7712.0
3465,3,208,1,7,110.0,58.0
3466,3,208,3,11,3645.0,7814.0
3467,3,208,4,0,2695.0,37324.0
3468,3,208,5,11,74250.0,143902.0
3469,3,208,0,11,3947.0,6207.0
3470,3,208,1,5,551.0,3608.0
3471,3,208,1,7,215.0,117.0
3472,3,208,3,11,3802.0,7678.0
3473,3,208,4,0,2762.0,38254.0
3474,3,208,4,2,612.0,13555000.0
3475,3,208,5,11,55037.0,86986.0
3476,3,208,0,11,2295.0,4131.0
3477,3,208,1,5,418.0,3741.0
3478,3,208,1,7,196.0,106.0
3479,3,208,3,11,3510.0,6848.0
3480,3,208,4,0,2625.0,36393.0
3481,3,208,4,2,639.0,14029000.0
3482,3,208,5,11,73464.0,140343.0
3483,3,208,0,11,1480.0,2620.0
3484,3,208,1,5,303.0,2777.0
3485,3,208,1,7,151.0,82.0
3486,3,208,2,1,702.0,391.0
3487,3,208,3,11,3560.0,5973.0
3488,3,208,4,0,2812.0,38957.0
3489,3,208,4,2,1057.0,22284000.0
3490,3,208,5,11,75000.0,147716.0
3491,3,208,0,11,2015.0,2651.0
3492,3,208,1,5,362.0,3956.0
3493,3,208,1,7,199.0,107.0
3494,3,208,2,0,2955.0,40945.0
3495,3,208,3,11,4832.0,10165.0
3496,3,208,4,0,2955.0,40945.0
3497,3,208,4,2,1065.0,16598000.0
3498,3,208,5,11,99859.0,209105.0
3499,3,208,0,11,2430.0,4750.0
3500,3,208,1,5,316.0,3175.0
3501,3,208,1,7,174.0,94.0
3502,3,208,2,0,3135.0,43443.0
3503,3,208,3,11,3625.0,7156.0
3504,3,208,4,0,3135.0,43443.0
3505,3,208,4,2,1065.0,16598000.0
3506,3,208,5,11,103460.0,234365.0
3507,3,208,0,11,2489.0,4779.0
3508,3,208,1,5,310.0,2875.0
3509,3,208,1,7,96.0,61.0
3510,3,208,1,9,97.0,1004.0
3511,3,208,1,10,201.0,5216.0
3512,3,208,3,11,4555.0,11564.0
3513,3,208,4,0,3126.0,41340.0
3514,3,208,4,2,1030.0,17737.0
3515,3,208,5,11,100991.0,214747.0
3516,3,208,0,11,1971.0,2460.0
3517,3,208,1,5,350.0,3000.0
3518,3,208,1,7,7.0,5.0
3519,3,208,1,9,88.0,1010.0
3520,3,208,1,10,136.0,3534.0
3521,3,208,3,11,4435.0,11552.0
3522,3,208,4,0,3230.0,60908.0
3523,3,208,4,2,1040.0,19075.0
3524,3,208,5,11,117523.0,276307.0
3525,3,208,0,11,1915.0,4432.0
3526,3,208,1,5,332.0,3410.0
3527,3,208,1,7,328.0,1315.0
3528,3,208,1,9,93.0,1067.0
3529,3,208,1,10,136.0,2174.0
3530,3,208,3,11,4838.0,11716.0
3531,3,208,4,0,3241.0,74679.0
3532,3,208,4,2,1053.0,11878.0
3533,3,208,5,11,117398.0,278929.0
3534,3,208,0,11,1798.0,3411.0
3535,3,208,1,5,279.0,3039.0
3536,3,208,1,7,237.0,654.0
3537,3,208,1,9,93.0,1068.0
3538,3,208,1,10,204.0,5301.0
3539,3,208,3,11,7663.0,16840.0
3540,3,208,4,0,3109.0,71637.0
3541,3,208,5,11,114163.0,256004.0
3542,3,221,0,11,6500.0,8907.0
3543,3,221,1,5,35.0,334.0
3544,3,221,1,7,12.0,5.0
3545,3,221,3,11,750.0,866.0
3546,3,221,4,2,115.0,89.0
3547,3,221,5,11,35500.0,35504.0
3548,3,221,0,11,5000.0,9663.0
3549,3,221,1,5,20.0,175.0
3550,3,221,1,7,5.0,2.0
3551,3,221,3,11,900.0,1251.0
3552,3,221,4,0,1080.0,13403.0
3553,3,221,4,2,105.0,614000.0
3554,3,221,5,11,36500.0,54613.0
3555,3,221,0,11,6000.0,11105.0
3556,3,221,1,5,30.0,268.0
3557,3,221,1,7,20.0,10.0
3558,3,221,3,11,1500.0,1952.0
3559,3,221,4,0,1060.0,13155.0
3560,3,221,4,2,150.0,290000.0
3561,3,221,5,11,37500.0,54299.0
3562,3,221,0,11,6500.0,14212.0
3563,3,221,1,5,30.0,288.0
3564,3,221,1,7,20.0,8.0
3565,3,221,3,11,3000.0,4866.0
3566,3,221,4,0,1000.0,12410.0
3567,3,221,4,2,175.0,114000.0
3568,3,221,5,11,35000.0,60607.0
3569,3,221,0,11,6500.0,13470.0
3570,3,221,1,5,30.0,297.0
3571,3,221,1,7,35.0,14.0
3572,3,221,3,11,2000.0,2624.0
3573,3,221,4,0,1030.0,12782.0
3574,3,221,4,2,178.0,740000.0
3575,3,221,5,11,39000.0,77291.0
3576,3,221,0,11,6500.0,12875.0
3577,3,221,1,5,30.0,305.0
3578,3,221,1,7,30.0,12.0
3579,3,221,3,11,2000.0,3570.0
3580,3,221,4,0,1150.0,14272.0
3581,3,221,4,2,190.0,419000.0
3582,3,221,4,9,50.0,493.0
3583,3,221,4,10,70.0,1344.0
3584,3,221,5,11,38500.0,82103.0
3585,3,221,0,11,6000.0,10745.0
3586,3,221,1,5,30.0,512.0
3587,3,221,1,7,30.0,12.0
3588,3,221,4,0,1200.0,14899.0
3589,3,221,4,2,200.0,487000.0
3590,3,221,4,9,50.0,493.0
3591,3,221,4,10,70.0,1344.0
3592,3,221,5,11,39000.0,91082.0
3593,3,221,0,11,6000.0,9635.0
3594,3,221,1,5,25.0,177.0
3595,3,221,3,11,2010.0,3938.0
3596,3,221,4,2,220.0,768000.0
3597,3,221,5,11,38500.0,83658.0
3598,3,221,0,11,6000.0,12457.0
3599,3,221,1,5,25.0,255.0
3600,3,221,1,7,1.0,1.0
3601,3,221,3,11,1800.0,3204.0
3602,3,221,4,0,1250.0,15515.0
3603,3,221,5,11,39000.0,75562.0
3604,3,221,0,11,2200.0,4168.0
3605,3,221,1,5,35.0,339.0
3606,3,221,3,11,1350.0,2723.0
3607,3,221,4,0,1350.0,16756.0
3608,3,221,4,2,265.0,641000.0
3609,3,221,5,11,39000.0,76523.0
3610,3,221,0,11,6010.0,10823.0
3611,3,221,1,5,30.0,329.0
3612,3,221,1,7,25.0,10.0
3613,3,221,3,11,3500.0,6458.0
3614,3,221,4,0,1400.0,17375.0
3615,3,221,4,2,280.0,1288000.0
3616,3,221,5,11,37650.0,75097.0
3617,3,221,0,11,5806.0,11100.0
3618,3,221,1,5,35.0,377.0
3619,3,221,1,7,21.0,8.0
3620,3,221,2,1,370.0,215.0
3621,3,221,3,11,3900.0,7952.0
3622,3,221,4,0,1587.0,19996.0
3623,3,221,4,2,282.0,899000.0
3624,3,221,5,11,40150.0,96576.0
3625,3,221,0,11,5619.0,12351.0
3626,3,221,1,5,35.0,382.0
3627,3,221,1,7,42.0,17.0
3628,3,221,2,0,1665.0,20769.0
3629,3,221,3,11,2916.0,6357.0
3630,3,221,4,0,1665.0,20769.0
3631,3,221,4,2,280.0,1536000.0
3632,3,221,5,11,38474.0,98301.0
3633,3,221,0,11,6012.0,12776.0
3634,3,221,1,5,40.0,402.0
3635,3,221,1,7,45.0,18.0
3636,3,221,2,0,1650.0,20622.0
3637,3,221,3,11,4050.0,7574.0
3638,3,221,4,0,1650.0,20622.0
3639,3,221,4,2,280.0,1536000.0
3640,3,221,5,11,38011.0,88109.0
3641,3,221,0,11,5800.0,13264.0
3642,3,221,1,5,35.0,325.0
3643,3,221,1,7,20.0,9.0
3644,3,221,1,9,50.0,499.0
3645,3,221,1,10,75.0,1465.0
3646,3,221,3,11,3450.0,8684.0
3647,3,221,4,0,1600.0,31763.0
3648,3,221,4,2,315.0,689.0
3649,3,221,5,11,41350.0,90257.0
3650,3,221,0,11,3500.0,6940.0
3651,3,221,1,5,25.0,217.0
3652,3,221,1,7,20.0,9.0
3653,3,221,1,9,68.0,699.0
3654,3,221,1,10,75.0,1479.0
3655,3,221,4,0,1850.0,21125.0
3656,3,221,4,2,325.0,1762.0
3657,3,221,5,11,42100.0,104709.0
3658,3,221,0,11,3090.0,3287.0
3659,3,221,1,5,50.0,514.0
3660,3,221,1,7,35.0,40.0
3661,3,221,1,9,55.0,566.0
3662,3,221,1,10,76.0,1499.0
3663,3,221,3,11,2035.0,3596.0
3664,3,221,4,0,1820.0,20783.0
3665,3,221,4,2,269.0,631.0
3666,3,221,5,11,41550.0,106983.0
3667,3,221,0,11,1973.0,5173.0
3668,3,221,1,5,30.0,328.0
3669,3,221,1,7,20.0,34.0
3670,3,221,1,9,60.0,618.0
3671,3,221,1,10,84.0,1657.0
3672,3,221,3,11,2120.0,3744.0
3673,3,221,4,0,1539.0,17574.0
3674,3,221,5,11,41250.0,117383.0
3675,3,270,0,11,5370.0,4670.0
3676,3,270,1,5,125.0,1195.0
3677,3,270,1,7,52.0,27.0
3678,3,270,3,11,9560.0,11452.0
3679,3,270,4,2,415.0,1446.0
3680,3,270,5,11,84250.0,85639.0
3681,3,270,0,11,5100.0,5570.0
3682,3,270,1,5,78.0,681.0
3683,3,270,1,7,39.0,20.0
3684,3,270,3,11,4195.0,7623.0
3685,3,270,4,0,2170.0,29193.0
3686,3,270,4,2,605.0,2212000.0
3687,3,270,5,11,72235.0,124990.0
3688,3,270,0,11,13709.0,11854.0
3689,3,270,1,5,100.0,892.0
3690,3,270,1,7,45.0,24.0
3691,3,270,3,11,9430.0,20229.0
3692,3,270,4,0,2414.0,32484.0
3693,3,270,4,2,610.0,4138000.0
3694,3,270,5,11,87876.0,161627.0
3695,3,270,0,11,6540.0,6712.0
3696,3,270,1,5,113.0,1086.0
3697,3,270,1,7,68.0,35.0
3698,3,270,3,11,1203.0,1798.0
3699,3,270,4,0,2208.0,29713.0
3700,3,270,4,2,608.0,7087000.0
3701,3,270,5,11,84000.0,156115.0
3702,3,270,0,11,8312.0,7157.0
3703,3,270,1,5,163.0,1613.0
3704,3,270,1,7,65.0,34.0
3705,3,270,3,11,765.0,1360.0
3706,3,270,4,0,2168.0,29176.0
3707,3,270,4,2,548.0,6034000.0
3708,3,270,5,11,89852.0,159611.0
3709,3,270,0,11,4774.0,3002.0
3710,3,270,1,5,135.0,1373.0
3711,3,270,1,7,22.0,11.0
3712,3,270,3,11,376.0,664.0
3713,3,270,4,0,2640.0,35523.0
3714,3,270,4,2,600.0,5894000.0
3715,3,270,4,9,77.0,913.0
3716,3,270,4,10,234.0,3627.0
3717,3,270,5,11,72700.0,118514.0
3718,3,270,0,11,3723.0,2812.0
3719,3,270,1,5,143.0,1485.0
3720,3,270,1,7,23.0,12.0
3721,3,270,3,11,566.0,1015.0
3722,3,270,4,0,2670.0,35927.0
3723,3,270,4,2,606.0,3414000.0
3724,3,270,4,9,23.0,275.0
3725,3,270,4,10,245.0,3798.0
3726,3,270,5,11,80909.0,139740.0
3727,3,270,0,11,3512.0,2225.0
3728,3,270,1,5,109.0,772.0
3729,3,270,3,11,474.0,712.0
3730,3,270,4,2,607.0,2662000.0
3731,3,270,5,11,77555.0,131732.0
3732,3,270,0,11,4775.0,3786.0
3733,3,270,1,5,145.0,1479.0
3734,3,270,1,7,26.0,14.0
3735,3,270,3,11,6894.0,5140.0
3736,3,270,4,0,2565.0,34515.0
3737,3,270,5,11,76530.0,131911.0
3738,3,270,0,11,4228.0,2557.0
3739,3,270,1,5,136.0,1317.0
3740,3,270,1,7,17.0,9.0
3741,3,270,3,11,767.0,1277.0
3742,3,270,4,0,2411.0,32441.0
3743,3,270,4,2,569.0,2257000.0
3744,3,270,5,11,70121.0,82755.0
3745,3,270,0,11,4520.0,4281.0
3746,3,270,1,5,121.0,1328.0
3747,3,270,1,7,26.0,14.0
3748,3,270,3,11,745.0,1370.0
3749,3,270,4,0,2306.0,31028.0
3750,3,270,4,2,345.0,3122000.0
3751,3,270,5,11,81319.0,110464.0
3752,3,270,0,11,6175.0,5561.0
3753,3,270,1,5,140.0,1508.0
3754,3,270,1,7,24.0,13.0
3755,3,270,2,1,1890.0,877.0
3756,3,270,3,11,349.0,369.0
3757,3,270,4,0,2137.0,30543.0
3758,3,270,4,2,345.0,1425000.0
3759,3,270,5,11,80328.0,131090.0
3760,3,270,0,11,5443.0,6369.0
3761,3,270,1,5,93.0,1016.0
3762,3,270,1,7,62.0,32.0
3763,3,270,2,0,2408.0,33073.0
3764,3,270,3,11,3930.0,4290.0
3765,3,270,4,0,2408.0,33073.0
3766,3,270,4,2,317.0,3089000.0
3767,3,270,5,11,87672.0,177520.0
3768,3,270,0,11,3353.0,3205.0
3769,3,270,1,5,73.0,734.0
3770,3,270,1,7,69.0,36.0
3771,3,270,2,0,2152.0,29727.0
3772,3,270,3,11,3864.0,3597.0
3773,3,270,4,0,2152.0,29727.0
3774,3,270,4,2,317.0,3089000.0
3775,3,270,5,11,85597.0,175077.0
3776,3,270,0,11,3083.0,2195.0
