,Municipality,Province,Season,Crop,Area,Production
22356,21,390,2,7,1000.0,1530.0
22357,21,390,1,5,530.0,960.0
22358,21,390,1,7,4550.0,8930.0
22359,21,390,1,11,12530.0,23680.0
22360,21,390,2,7,1010.0,1980.0
22361,21,390,2,11,350.0,840.0
22362,21,390,1,5,530.0,950.0
22363,21,390,1,7,4560.0,8960.0
22364,21,390,1,11,19070.0,36190.0
22365,21,390,2,1,60.0,40.0
22366,21,390,2,7,1010.0,1980.0
22367,21,390,2,11,850.0,2000.0
22368,21,390,1,5,510.0,970.0
22369,21,390,1,7,4560.0,8960.0
22370,21,390,1,11,19120.0,38490.0
22371,21,390,2,1,60.0,50.0
22372,21,390,2,7,1030.0,2020.0
22373,21,390,2,11,1130.0,2840.0
22374,21,390,1,5,510.0,970.0
22375,21,390,1,7,4560.0,8970.0
22376,21,390,1,11,19510.0,39820.0
22377,21,390,2,1,60.0,50.0
22378,21,390,2,6,210.0,170.0
22379,21,390,2,7,1040.0,2050.0
22380,21,390,2,11,1210.0,3180.0
22381,21,390,1,1,60.0,50.0
22382,21,390,1,5,510.0,970.0
22383,21,390,1,7,4560.0,8990.0
22384,21,390,1,11,19850.0,41130.0
22385,21,390,2,6,210.0,170.0
22386,21,390,2,7,1040.0,2050.0
22387,21,390,2,11,1270.0,3400.0
22388,21,452,1,7,3010.0,5490.0
22389,21,452,1,11,11100.0,24180.0
22390,21,452,1,7,3010.0,3110.0
22391,21,452,1,11,11180.0,16540.0
22392,21,452,1,7,3100.0,6040.0
22393,21,452,1,11,11250.0,24930.0
22394,21,452,1,7,3100.0,6060.0
22395,21,452,1,11,14570.0,31310.0
22396,21,452,2,1,80.0,60.0
22397,21,452,2,11,70.0,160.0
22398,21,452,1,7,3100.0,6060.0
22399,21,452,1,11,14660.0,32740.0
22400,21,452,2,1,90.0,70.0
22401,21,452,2,11,230.0,580.0
22402,21,452,1,7,3100.0,6100.0
22403,21,452,1,11,15250.0,34970.0
22404,21,452,2,1,90.0,70.0
22405,21,452,2,6,170.0,140.0
22406,21,452,2,11,310.0,820.0
22407,21,452,1,1,90.0,70.0
22408,21,452,1,7,3100.0,6120.0
22409,21,452,1,11,15760.0,37400.0
22410,21,452,2,6,170.0,140.0
22411,21,452,2,11,360.0,970.0
22412,21,453,1,7,5900.0,6000.0
22413,21,453,1,11,24710.0,33350.0
22414,21,453,1,7,6000.0,8000.0
22415,21,453,1,11,24000.0,37000.0
22416,21,453,1,7,6250.0,9380.0
22417,21,453,1,11,24400.0,38350.0
22418,21,453,1,7,5800.0,8560.0
22419,21,453,1,11,21330.0,37640.0
22420,21,453,1,7,7110.0,13260.0
22421,21,453,1,11,21730.0,38400.0
22422,21,453,1,7,6850.0,12080.0
22423,21,453,1,11,21250.0,37550.0
22424,21,453,1,7,6290.0,11560.0
22425,21,453,1,11,20980.0,34530.0
22426,21,453,1,7,7400.0,13220.0
22427,21,453,1,11,19700.0,36130.0
22428,21,453,1,7,7900.0,14200.0
22429,21,453,1,11,19900.0,36370.0
22430,21,453,1,7,9550.0,15990.0
22431,21,453,1,11,20990.0,34620.0
22432,21,453,1,7,10110.0,17090.0
22433,21,453,1,11,17960.0,34660.0
22434,21,453,1,7,8000.0,14240.0
22435,21,453,1,11,14000.0,31330.0
22436,21,453,1,7,8000.0,8400.0
22437,21,453,1,11,12900.0,21280.0
22438,21,453,2,7,650.0,1010.0
22439,21,453,1,7,8080.0,15750.0
22440,21,453,1,11,13880.0,33010.0
22441,21,453,2,7,650.0,1290.0
22442,21,453,1,7,8090.0,15860.0
22443,21,453,1,11,13830.0,32550.0
22444,21,453,2,1,70.0,40.0
22445,21,453,2,7,660.0,1310.0
22446,21,453,1,7,8100.0,15890.0
22447,21,453,1,11,13930.0,34180.0
22448,21,453,2,1,80.0,60.0
22449,21,453,2,7,690.0,1350.0
22450,21,453,1,7,8110.0,15970.0
22451,21,453,1,11,14640.0,37090.0
22452,21,453,2,1,80.0,70.0
22453,21,453,2,6,160.0,130.0
22454,21,453,2,7,700.0,1380.0
22455,21,453,1,1,80.0,70.0
22456,21,453,1,7,8110.0,15990.0
22457,21,453,1,11,15190.0,39730.0
22458,21,453,2,6,170.0,140.0
22459,21,453,2,7,710.0,1410.0
22460,21,594,1,7,4150.0,4150.0
22461,21,594,1,11,15680.0,20000.0
22462,21,594,1,7,4000.0,5000.0
22463,21,594,1,11,16000.0,23000.0
22464,21,594,1,7,4230.0,6550.0
22465,21,594,1,11,18850.0,27470.0
22466,21,594,1,7,4850.0,6460.0
22467,21,594,1,11,17250.0,22650.0
22468,21,594,1,7,5850.0,11250.0
22469,21,594,1,11,17610.0,22760.0
22470,21,594,1,7,5360.0,10030.0
22471,21,594,1,11,16920.0,21300.0
22472,21,594,1,7,9710.0,18590.0
22473,21,594,1,11,24040.0,33270.0
22474,21,594,1,7,7320.0,13320.0
22475,21,594,1,11,25000.0,39640.0
22476,21,594,1,7,7770.0,14500.0
22477,21,594,1,11,25300.0,39850.0
22478,21,594,1,7,9370.0,15690.0
22479,21,594,1,11,26150.0,41630.0
22480,21,594,1,7,8880.0,16770.0
22481,21,594,1,11,25400.0,44900.0
22482,21,594,1,7,10010.0,18210.0
22483,21,594,1,11,15900.0,28830.0
22484,21,594,1,7,9980.0,10420.0
22485,21,594,1,11,15580.0,20170.0
22486,21,594,1,7,10080.0,19850.0
22487,21,594,1,11,15040.0,29650.0
22488,21,594,1,7,10100.0,19870.0
22489,21,594,1,11,14070.0,27390.0
22490,21,594,2,1,70.0,50.0
22491,21,594,1,7,10110.0,19910.0
22492,21,594,1,11,14140.0,29380.0
22493,21,594,2,1,70.0,50.0
22494,21,594,1,7,10120.0,19920.0
22495,21,594,1,11,14530.0,30840.0
22496,21,594,2,1,70.0,60.0
22497,21,594,2,6,210.0,170.0
22498,21,594,1,1,70.0,60.0
22499,21,594,1,7,10130.0,20070.0
22500,21,594,1,11,15810.0,34630.0
22501,21,594,2,6,210.0,170.0
22502,21,635,1,7,4300.0,4300.0
22503,21,635,1,11,23670.0,30460.0
22504,21,635,2,11,50.0,70.0
22505,21,635,1,5,12000.0,16000.0
22506,21,635,1,7,4000.0,5000.0
22507,21,635,1,11,23000.0,34000.0
22508,21,635,1,5,100.0,140.0
22509,21,635,1,7,4370.0,650.0
22510,21,635,1,11,23650.0,34950.0
22511,21,635,1,5,80.0,100.0
22512,21,635,1,7,3800.0,6700.0
22513,21,635,1,11,19160.0,30520.0
22514,21,635,1,5,70.0,70.0
22515,21,635,1,7,4900.0,10350.0
22516,21,635,1,11,20040.0,30630.0
22517,21,635,2,11,250.0,600.0
22518,21,635,1,5,400.0,1250.0
22519,21,635,1,7,4150.0,9150.0
22520,21,635,1,11,19640.0,27280.0
22521,21,635,1,5,500.0,3810.0
22522,21,635,1,7,4150.0,7050.0
22523,21,635,1,11,19060.0,28060.0
22524,21,635,2,11,420.0,670.0
22525,21,635,1,5,350.0,2500.0
22526,21,635,1,7,4350.0,7830.0
22527,21,635,1,11,15450.0,23280.0
22528,21,635,2,11,330.0,650.0
22529,21,635,1,5,370.0,2200.0
22530,21,635,1,7,4860.0,8800.0
22531,21,635,1,11,15770.0,23430.0
22532,21,635,2,11,250.0,550.0
22533,21,635,1,5,480.0,2260.0
22534,21,635,1,7,6460.0,10760.0
22535,21,635,1,11,16810.0,25450.0
22536,21,635,2,11,280.0,450.0
22537,21,635,1,5,570.0,770.0
22538,21,635,1,7,7110.0,12910.0
22539,21,635,1,11,18240.0,32250.0
22540,21,635,2,11,470.0,770.0
22541,21,635,1,5,400.0,810.0
22542,21,635,1,7,4160.0,7420.0
22543,21,635,1,11,18380.0,35000.0
22544,21,635,2,7,120.0,300.0
22545,21,635,1,5,190.0,250.0
22546,21,635,1,7,4170.0,4330.0
22547,21,635,1,11,17520.0,24110.0
22548,21,635,2,7,920.0,1340.0
22549,21,635,1,5,540.0,970.0
22550,21,635,1,7,4250.0,8340.0
22551,21,635,1,11,18070.0,36930.0
22552,21,635,2,7,930.0,1820.0
22553,21,635,1,5,540.0,970.0
22554,21,635,1,7,4260.0,8310.0
22555,21,635,1,11,17020.0,34840.0
22556,21,635,2,1,80.0,50.0
22557,21,635,2,7,930.0,1820.0
22558,21,635,1,5,570.0,1080.0
22559,21,635,1,7,4260.0,8320.0
22560,21,635,1,11,17070.0,36680.0
22561,21,635,2,1,80.0,70.0
22562,21,635,2,7,940.0,1840.0
22563,21,635,1,5,580.0,1100.0
22564,21,635,1,7,4260.0,8390.0
22565,21,635,1,11,17720.0,39090.0
22566,21,635,2,1,80.0,60.0
22567,21,635,2,6,190.0,150.0
22568,21,635,2,7,970.0,1930.0
22569,21,635,1,1,80.0,60.0
22570,21,635,1,5,590.0,1120.0
22571,21,635,1,7,4260.0,8410.0
22572,21,635,1,11,18180.0,41140.0
22573,21,635,2,6,190.0,150.0
22574,21,635,2,7,970.0,1930.0
22575,21,640,1,7,5100.0,5100.0
22576,21,640,1,11,14450.0,17500.0
22577,21,640,1,7,6000.0,7000.0
22578,21,640,1,11,13000.0,18000.0
22579,21,640,1,7,5780.0,8670.0
22580,21,640,1,11,14900.0,20780.0
22581,21,640,1,7,4200.0,7600.0
22582,21,640,1,11,15800.0,18000.0
22583,21,640,1,7,5320.0,11100.0
22584,21,640,1,11,16500.0,18210.0
22585,21,640,1,7,4780.0,10050.0
22586,21,640,1,11,16150.0,20130.0
22587,21,640,1,7,5770.0,9830.0
22588,21,640,1,11,9660.0,12350.0
22589,21,640,2,7,20.0,30.0
22590,21,640,1,7,5300.0,9620.0
22591,21,640,1,11,10780.0,16050.0
22592,21,640,2,7,320.0,700.0
22593,21,640,1,7,5870.0,10070.0
22594,21,640,1,11,10950.0,16220.0
22595,21,640,2,7,420.0,1000.0
22596,21,640,1,7,7570.0,12630.0
22597,21,640,1,11,11900.0,19270.0
22598,21,640,2,7,440.0,1010.0
22599,21,640,1,7,8290.0,13000.0
22600,21,640,1,11,13770.0,22180.0
22601,21,640,2,7,500.0,960.0
22602,21,640,1,7,9960.0,18240.0
22603,21,640,1,11,11370.0,21000.0
22604,21,640,1,7,9960.0,10480.0
22605,21,640,1,11,11170.0,14780.0
22606,21,640,1,7,10050.0,19590.0
22607,21,640,1,11,12400.0,24160.0
22608,21,640,1,7,10050.0,19770.0
22609,21,640,1,11,12260.0,23740.0
22610,21,640,2,1,50.0,30.0
22611,21,640,1,7,10060.0,19800.0
22612,21,640,1,11,12320.0,25200.0
22613,21,640,2,1,60.0,50.0
22614,21,640,1,7,10070.0,19840.0
22615,21,640,1,11,12800.0,26860.0
22616,21,640,2,1,60.0,50.0
22617,21,640,2,6,250.0,200.0
22618,21,640,1,1,60.0,50.0
22619,21,640,1,7,10090.0,19950.0
22620,21,640,1,11,13150.0,27210.0
22621,21,640,2,6,260.0,210.0
22622,22,27,0,7,948.0,675.0
22623,22,27,3,7,17.0,14.0
22624,22,27,5,7,9.0,10.0
22625,22,27,0,7,1062.0,623.0
22626,22,27,0,11,22432.0,9042.0
22627,22,27,3,7,10.0,7.0
22628,22,27,3,11,1917.0,2028.0
22629,22,27,5,7,23.0,18.0
22630,22,27,5,11,77609.0,63810.0
22631,22,27,0,11,20000.0,23000.0
22632,22,27,1,7,4150.0,2280.0
22633,22,27,2,7,580.0,560.0
22634,22,27,3,11,4650.0,8350.0
22635,22,27,5,11,89000.0,117000.0
22636,22,27,0,11,22840.0,7460.0
22637,22,27,1,7,1059.0,723.6
22638,22,27,3,11,950.0,1420.0
22639,22,27,5,11,89060.0,37420.0
22640,22,27,1,7,983.0,338.5
22641,22,27,1,11,113000.0,187000.0
22642,22,27,1,7,942.0,606.6
22643,22,27,1,11,104000.0,41000.0
22644,22,27,1,7,922.0,568.3
22645,22,27,1,11,109000.0,165000.0
22646,22,27,0,7,1148.0,827.8
22647,22,27,0,11,23000.0,22000.0
22648,22,27,3,7,15.0,18.8
22649,22,27,3,11,3000.0,5000.0
22650,22,27,5,7,19.0,25.6
22651,22,27,5,11,91000.0,122000.0
22652,22,27,0,7,960.0,741.4
22653,22,27,0,11,25000.0,26000.0
22654,22,27,3,7,11.0,13.7
22655,22,27,3,11,4000.0,8000.0
22656,22,27,5,7,19.0,27.6
22657,22,27,5,11,85000.0,140000.0
22658,22,27,0,7,965.0,677.1
22659,22,27,0,11,21000.0,20000.0
22660,22,27,3,7,15.0,20.4
22661,22,27,3,11,2000.0,4000.0
22662,22,27,5,7,15.0,21.2
22663,22,27,5,11,90000.0,128000.0
22664,22,27,0,7,984.0,636.2
22665,22,27,0,11,19000.0,10000.0
22666,22,27,3,7,27.0,34.2
22667,22,27,3,11,3000.0,4000.0
22668,22,27,5,7,23.0,30.1
22669,22,27,5,11,83000.0,74000.0
22670,22,27,0,7,879.0,577.5
22671,22,27,0,11,16000.0,18000.0
22672,22,27,3,7,23.0,31.7
22673,22,27,3,11,1000.0,1000.0
22674,22,27,5,7,8.0,12.0
22675,22,27,5,11,82000.0,113000.0
22676,22,27,0,7,744.0,420.3
22677,22,27,0,11,21000.0,13000.0
22678,22,27,3,7,23.0,25.4
22679,22,27,3,11,1000.0,1000.0
22680,22,27,5,7,36.0,50.7
22681,22,27,5,11,83000.0,89000.0
22682,22,27,0,7,965.0,861.5
22683,22,27,0,11,16000.0,4000.0
22684,22,27,3,7,9.0,12.3
22685,22,27,5,7,8.0,16.8
22686,22,27,5,11,68000.0,43000.0
22687,22,27,0,7,869.0,758.7
22688,22,27,0,11,14000.0,9000.0
22689,22,27,3,7,10.0,13.6
22690,22,27,3,11,1000.0,2000.0
22691,22,27,5,7,10.0,20.4
22692,22,27,5,11,64000.0,67000.0
22693,22,27,0,7,1139.0,1100.0
22694,22,27,0,11,14000.0,21000.0
22695,22,27,3,7,6.0,10.7
22696,22,27,3,11,173000.0,2000.0
22697,22,27,5,7,9.0,14.7
22698,22,27,5,11,69000.0,152000.0
22699,22,27,0,7,482.0,490.8
22700,22,27,0,11,13000.0,16000.0
22701,22,27,3,7,26.0,43.4
22702,22,27,5,7,38.0,68.6
22703,22,27,5,11,65000.0,134000.0
22704,22,27,0,7,560.0,555.0
22705,22,27,0,11,15000.0,28000.0
22706,22,27,3,7,16.0,27.5
22707,22,27,3,11,1000.0,1000.0
22708,22,27,5,7,14.0,29.6
22709,22,27,5,11,75000.0,196000.0
22710,22,27,0,7,472.0,548.1
22711,22,27,0,11,12000.0,12000.0
22712,22,27,3,7,10.0,15.4
22713,22,27,5,11,67000.0,51000.0
22714,22,43,0,5,450.0,520.0
22715,22,43,0,7,852.0,547.0
22716,22,43,3,7,1.0,1.0
22717,22,43,5,7,4.0,2.0
22718,22,43,0,7,631.0,300.0
22719,22,43,0,11,78779.0,31858.0
22720,22,43,3,7,1.0,1.0
22721,22,43,3,11,3484.0,3212.0
22722,22,43,5,7,11.0,6.0
22723,22,43,5,11,128555.0,129319.0
22724,22,43,0,11,80000.0,67000.0
22725,22,43,1,7,2940.0,2660.0
22726,22,43,2,7,200.0,250.0
22727,22,43,3,11,4220.0,6380.0
22728,22,43,5,11,135000.0,198000.0
22729,22,43,0,11,83120.0,21670.0
22730,22,43,1,7,661.0,288.1
22731,22,43,3,11,1130.0,1930.0
22732,22,43,5,11,130520.0,53380.0
22733,22,43,1,7,524.0,228.0
22734,22,43,1,11,208000.0,321000.0
22735,22,43,1,7,601.0,218.4
22736,22,43,1,11,210000.0,62000.0
22737,22,43,1,7,592.0,288.3
22738,22,43,1,11,224000.0,324000.0
22739,22,43,0,7,727.0,368.6
22740,22,43,0,11,93000.0,72000.0
22741,22,43,3,7,4.0,3.3
22742,22,43,3,11,5000.0,7000.0
22743,22,43,5,7,1.0,1.1
22744,22,43,5,11,133000.0,172000.0
22745,22,43,0,7,800.0,411.9
22746,22,43,0,11,88000.0,67000.0
22747,22,43,3,7,2.0,2.3
22748,22,43,3,11,3000.0,5000.0
22749,22,43,5,7,10.0,16.4
22750,22,43,5,11,138000.0,229000.0
22751,22,43,0,7,722.0,377.8
22752,22,43,0,11,78000.0,80000.0
22753,22,43,3,7,3.0,2.5
22754,22,43,3,11,3000.0,6000.0
22755,22,43,5,7,3.0,2.5
22756,22,43,5,11,133000.0,229000.0
22757,22,43,0,7,759.0,538.1
22758,22,43,0,11,79000.0,103000.0
22759,22,43,3,7,1.0,0.8
22760,22,43,3,11,3000.0,7000.0
22761,22,43,5,11,134000.0,280000.0
22762,22,43,0,7,945.0,663.1
22763,22,43,0,11,76000.0,80000.0
22764,22,43,3,7,2.0,1.2
22765,22,43,3,11,4000.0,8000.0
22766,22,43,5,11,135000.0,219000.0
22767,22,43,0,7,981.0,669.5
22768,22,43,0,11,76000.0,78000.0
22769,22,43,3,7,4.0,2.8
22770,22,43,3,11,6000.0,10000.0
22771,22,43,5,11,139000.0,251000.0
22772,22,43,0,7,1517.0,1146.8
22773,22,43,0,11,73000.0,75000.0
22774,22,43,3,7,25.0,40.0
22775,22,43,3,11,3000.0,8000.0
22776,22,43,5,7,13.0,15.0
22777,22,43,5,11,136000.0,315000.0
22778,22,43,0,7,1022.0,648.5
22779,22,43,0,11,53000.0,14000.0
22780,22,43,3,7,4.0,5.8
22781,22,43,3,11,4000.0,9000.0
22782,22,43,5,7,3.0,2.9
22783,22,43,5,11,117000.0,51000.0
22784,22,43,0,7,920.0,1174.8
22785,22,43,0,11,64000.0,133000.0
22786,22,43,3,7,9.0,8.2
22787,22,43,3,11,623000.0,10000.0
22788,22,43,5,7,3.0,10.8
22789,22,43,5,11,130000.0,490000.0
22790,22,43,0,7,1360.0,2711.4
22791,22,43,0,11,69000.0,145000.0
22792,22,43,3,7,40.0,117.2
22793,22,43,3,11,4000.0,12000.0
22794,22,43,5,11,131000.0,494000.0
22795,22,43,0,7,1341.0,1947.2
22796,22,43,0,11,73000.0,196000.0
22797,22,43,3,11,3000.0,7000.0
22798,22,43,5,7,3.0,8.0
22799,22,43,5,11,130000.0,438000.0
22800,22,43,0,7,1468.0,1376.4
22801,22,43,0,11,74000.0,49000.0
22802,22,43,3,7,1.0,2.5
22803,22,43,3,11,1000.0,3000.0
22804,22,43,5,7,2.0,3.3
22805,22,43,5,11,117000.0,129000.0
22806,22,44,0,5,3650.0,3020.0
22807,22,44,0,7,3.0,2.0
22808,22,44,0,5,278.0,1389.0
22809,22,44,0,11,1569.0,1509.0
22810,22,44,3,7,6.0,6.0
22811,22,44,3,11,27577.0,56719.0
22812,22,44,5,7,2.0,1.0
22813,22,44,5,11,209874.0,131329.0
22814,22,44,0,11,2000.0,3000.0
22815,22,44,1,5,1940.0,10820.0
22816,22,44,1,7,510.0,410.0
22817,22,44,2,7,150.0,200.0
22818,22,44,3,11,38360.0,88760.0
22819,22,44,5,11,215000.0,165000.0
22820,22,44,0,11,4350.0,6320.0
22821,22,44,1,5,2070.0,13400.0
22822,22,44,3,11,20220.0,33330.0
22823,22,44,5,11,220650.0,342800.0
22824,22,44,1,5,800.0,5542.0
22825,22,44,1,7,7.0,5.3
22826,22,44,1,11,247000.0,438000.0
22827,22,44,1,5,974.0,7895.0
22828,22,44,1,11,224000.0,214000.0
22829,22,44,1,5,379.0,2371.0
22830,22,44,1,7,1.0,1.3
22831,22,44,1,11,235000.0,371000.0
22832,22,44,0,5,226.0,1595.0
22833,22,44,0,11,1000.0,2000.0
22834,22,44,3,11,26000.0,56000.0
22835,22,44,5,7,1.0,1.1
22836,22,44,5,11,213000.0,366000.0
22837,22,44,0,5,302.0,2102.0
22838,22,44,0,11,1000.0,2000.0
22839,22,44,3,7,1.0,5.4
22840,22,44,3,11,32000.0,68000.0
22841,22,44,5,11,214000.0,305000.0
22842,22,44,0,5,578.0,3471.0
22843,22,44,0,11,2000.0,2000.0
22844,22,44,3,7,1.0,2.3
22845,22,44,3,11,28000.0,66000.0
22846,22,44,5,7,2.0,10.9
22847,22,44,5,11,221000.0,291000.0
22848,22,44,0,5,1260.0,6076.0
22849,22,44,0,7,1.0,2.4
22850,22,44,0,11,1000.0,1000.0
22851,22,44,3,11,36000.0,95000.0
22852,22,44,5,11,204000.0,293000.0
22853,22,44,0,5,10.0,48.0
22854,22,44,0,11,1000.0,1000.0
22855,22,44,3,11,34000.0,72000.0
22856,22,44,5,7,1.0,0.6
22857,22,44,5,11,211000.0,273000.0
22858,22,44,0,5,106.0,647.0
22859,22,44,3,11,30000.0,79000.0
22860,22,44,5,11,211000.0,302000.0
22861,22,44,0,5,227.0,1464.0
22862,22,44,0,11,1000.0,1000.0
22863,22,44,3,7,68.0,146.1
22864,22,44,3,11,33000.0,88000.0
22865,22,44,5,11,205000.0,348000.0
22866,22,44,0,5,175.0,1196.0
22867,22,44,0,11,1000.0,1000.0
22868,22,44,3,7,15.0,33.8
22869,22,44,3,11,24000.0,72000.0
22870,22,44,5,11,211000.0,425000.0
22871,22,44,0,5,76.0,72.3
22872,22,44,3,11,278000.0,86000.0
22873,22,44,5,11,180000.0,278000.0
22874,22,44,0,5,323.0,322.0
22875,22,44,3,11,31000.0,117000.0
22876,22,44,5,11,195000.0,165000.0
22877,22,44,0,5,193.0,378.7
22878,22,44,3,7,46.0,146.7
22879,22,44,3,11,38000.0,139000.0
22880,22,44,5,11,181000.0,362000.0
22881,22,44,0,5,186.0,301.1
22882,22,44,3,7,3.0,0.3
22883,22,44,3,11,29000.0,93000.0
22884,22,44,5,11,192000.0,283000.0
22885,22,62,0,7,38.0,26.0
22886,22,62,3,7,2.0,1.0
22887,22,62,0,7,27.0,18.0
22888,22,62,0,11,56661.0,43562.0
22889,22,62,3,11,59120.0,141439.0
22890,22,62,5,7,1.0,1.0
22891,22,62,5,11,183916.0,301329.0
22892,22,62,0,11,57000.0,63000.0
22893,22,62,1,7,800.0,1330.0
22894,22,62,2,7,270.0,470.0
22895,22,62,3,11,63890.0,205060.0
22896,22,62,5,11,182000.0,381000.0
22897,22,62,0,11,63530.0,12340.0
22898,22,62,1,7,31.0,40.3
22899,22,62,3,11,53570.0,153550.0
22900,22,62,5,11,176720.0,190040.0
22901,22,62,1,7,33.0,29.7
22902,22,62,1,11,306000.0,606000.0
22903,22,62,1,7,54.0,68.7
22904,22,62,1,11,306000.0,393000.0
22905,22,62,1,7,62.0,94.7
22906,22,62,1,11,313000.0,646000.0
22907,22,62,0,7,75.0,123.9
22908,22,62,0,11,64000.0,59000.0
22909,22,62,3,7,1.0,1.5
22910,22,62,3,11,55000.0,159000.0
22911,22,62,5,11,178000.0,309000.0
22912,22,62,0,7,74.0,94.4
22913,22,62,0,11,62000.0,61000.0
22914,22,62,3,11,59000.0,159000.0
22915,22,62,5,7,3.0,4.1
22916,22,62,5,11,169000.0,330000.0
22917,22,62,0,7,51.0,57.0
22918,22,62,0,11,63000.0,68000.0
22919,22,62,3,7,1.0,1.8
22920,22,62,3,11,58000.0,173000.0
22921,22,62,5,11,179000.0,363000.0
22922,22,62,0,7,50.0,56.4
22923,22,62,0,11,62000.0,66000.0
22924,22,62,3,7,1.0,1.2
22925,22,62,3,11,64000.0,214000.0
22926,22,62,5,11,175000.0,354000.0
22927,22,62,0,7,112.0,145.6
22928,22,62,0,11,58000.0,51000.0
22929,22,62,3,7,4.0,7.7
22930,22,62,3,11,61000.0,207000.0
22931,22,62,5,11,186000.0,366000.0
22932,22,62,0,7,127.0,145.2
22933,22,62,0,11,58000.0,65000.0
22934,22,62,3,7,4.0,7.5
22935,22,62,3,11,68000.0,229000.0
22936,22,62,5,7,1.0,2.0
22937,22,62,5,11,186000.0,387000.0
22938,22,62,0,7,137.0,176.3
22939,22,62,0,11,59000.0,47000.0
22940,22,62,3,7,15.0,29.6
22941,22,62,3,11,67000.0,278000.0
22942,22,62,5,11,177000.0,370000.0
22943,22,62,0,7,105.0,137.1
22944,22,62,0,11,53000.0,41000.0
22945,22,62,3,7,17.0,21.9
22946,22,62,3,11,71000.0,266000.0
22947,22,62,5,11,182000.0,342000.0
22948,22,62,0,7,111.0,155.7
22949,22,62,0,11,52000.0,105000.0
22950,22,62,3,7,13.0,24.3
22951,22,62,3,11,687000.0,265000.0
22952,22,62,5,7,2.0,4.7
22953,22,62,5,11,181000.0,582000.0
22954,22,62,0,7,100.0,171.4
22955,22,62,0,11,61000.0,74000.0
22956,22,62,3,7,9.0,17.6
22957,22,62,3,11,84000.0,329000.0
22958,22,62,5,11,180000.0,338000.0
22959,22,62,0,7,117.0,134.9
22960,22,62,0,11,57000.0,110000.0
22961,22,62,3,7,13.0,30.2
22962,22,62,3,11,76000.0,303000.0
22963,22,62,5,7,1.0,2.4
22964,22,62,5,11,174000.0,485000.0
22965,22,62,0,7,258.0,358.2
22966,22,62,0,11,62000.0,24000.0
22967,22,62,3,7,12.0,27.0
22968,22,62,3,11,73000.0,301000.0
22969,22,62,5,7,1.0,4.4
22970,22,62,5,11,172000.0,267000.0
22971,22,76,0,5,1250.0,1410.0
22972,22,76,0,5,98.0,550.0
22973,22,76,0,11,381.0,360.0
22974,22,76,3,11,10949.0,18709.0
22975,22,76,5,11,169693.0,239827.0
22976,22,76,0,11,1000.0,1000.0
22977,22,76,1,5,820.0,3280.0
22978,22,76,1,7,80.0,90.0
22979,22,76,3,11,21260.0,50410.0
22980,22,76,5,11,170000.0,88000.0
22981,22,76,0,11,580.0,670.0
22982,22,76,1,5,800.0,3560.0
22983,22,76,3,11,4760.0,8460.0
22984,22,76,5,11,166990.0,244090.0
22985,22,76,1,5,79.0,549.0
22986,22,76,1,11,156000.0,303000.0
22987,22,76,1,5,43.0,330.0
22988,22,76,1,11,151000.0,191000.0
22989,22,76,1,5,25.0,157.0
22990,22,76,1,11,171000.0,311000.0
22991,22,76,0,5,79.0,632.0
22992,22,76,3,7,3.0,2.7
22993,22,76,3,11,9000.0,20000.0
22994,22,76,5,11,169000.0,337000.0
22995,22,76,0,5,82.0,584.0
22996,22,76,3,11,11000.0,25000.0
22997,22,76,5,11,167000.0,312000.0
22998,22,76,0,5,9.0,73.0
22999,22,76,3,11,11000.0,25000.0
23000,22,76,5,11,160000.0,273000.0
23001,22,76,0,5,60.0,447.0
23002,22,76,3,7,1.0,2.7
23003,22,76,3,11,11000.0,27000.0
23004,22,76,5,11,166000.0,280000.0
23005,22,76,0,5,58.0,370.0
23006,22,76,3,7,2.0,5.6
23007,22,76,3,11,15000.0,22000.0
23008,22,76,5,11,165000.0,317000.0
23009,22,76,0,5,81.0,673.0
23010,22,76,3,7,1.0,2.4
23011,22,76,3,11,8000.0,12000.0
23012,22,76,5,11,165000.0,311000.0
23013,22,76,0,5,89.0,888.0
23014,22,76,3,7,58.0,101.0
23015,22,76,3,11,2000.0,4000.0
23016,22,76,5,11,156000.0,285000.0
23017,22,76,0,5,45.0,390.0
23018,22,76,3,7,1.0,6.7
23019,22,76,3,11,6000.0,11000.0
23020,22,76,5,11,168000.0,275000.0
23021,22,76,0,5,47.0,78.2
23022,22,76,3,7,19.0,28.7
23023,22,76,3,11,350000.0,5000.0
23024,22,76,5,11,164000.0,350000.0
23025,22,76,0,5,44.0,77.2
23026,22,76,3,7,3.0,4.2
23027,22,76,3,11,3000.0,8000.0
23028,22,76,5,11,165000.0,239000.0
23029,22,76,0,5,36.0,53.3
23030,22,76,3,7,8.0,37.7
23031,22,76,3,11,6000.0,11000.0
23032,22,76,5,11,158000.0,222000.0
23033,22,76,0,5,61.0,80.8
23034,22,76,3,11,2000.0,5000.0
23035,22,76,5,11,160000.0,402000.0
23036,22,96,0,7,372.0,248.0
23037,22,96,3,7,2.0,1.0
23038,22,96,0,7,474.0,360.0
23039,22,96,0,11,9591.0,3588.0
23040,22,96,3,11,1274.0,1409.0
23041,22,96,5,7,6.0,2.0
23042,22,96,5,11,48450.0,50511.0
23043,22,96,0,11,10000.0,10000.0
23044,22,96,1,7,970.0,1480.0
23045,22,96,2,7,20.0,30.0
